Rank,Name,Net Worth,Real Time Wealth,Age,State,Source of Wealth,Philanthropic Score,profile,url
368,Haim Saban,$3.10 ,$3.10 ,76,California,"TV network, investments",3,"Haim Saban turned his success with children's TV show ""Mighty Morphin Power Rangers"" into Fox Family Channel, a joint venture with News Corp.
Saban, who repurchased Power Rangers back in 2010, sold it for a second time in 2018, this time to Hasbro in a $522 million deal.
Saban and a group of private equity investors purchased Spanish language TV Network Univision Communications for $13.7 billion in 2007.
In February 2020, Univision agreed to sell a majority stake for an undisclosed price to two firms: Searchlight Capital Partners and ForgeLight LLC.
The Sabans, who have given $350 million to various organizations, pledged $50 million to the forthcoming Academy Museum of Motion Pictures in 2017.",https://www.forbes.com/profile/haim-saban/
368,Rodney Sacks,$3.10 ,$2.90 ,71,California,energy drinks,N/A,"Rodney Sacks is chairman and CEO of energy drink maker Monster Beverage Corporation.
Sacks and his business partner Hilton Schlosberg, Monster's CFO, are native South Africans. They bought drinks company Hansen Natural in 1992.
Hansen's Natural launched the Monster brand energy drink in 2002, and the company changed its name to Monster Beverage in 2012.
In June 2015 Coca-Cola bought a 16.7% stake in Monster Beverage for $2.15 billion in cash and opened its global distribution arm to Monster.
Coca-Cola and Monster went into arbitration in 2018 after Coca-Cola decided to develop two energy drinks. Coca-Cola ultimately won.",https://www.forbes.com/profile/rodney-sacks/
368,Jeff Sutton,$3.10 ,$3.10 ,61,New York,real estate,1,"Jeff Sutton built a fortune buying Manhattan storefronts, and boasts pricey leases to brands such as Armani and Prada.
He first made waves by signing American Girl to his Fifth Avenue store for the doll retailer's first flagship location in Manhattan.
The doll retailer opened the store in 2003; it moved to Rockefeller Plaza 15 years later.
In late 2016, Sutton and SL Green signed Nike to a new lease, wooing the sports brand out of its Trump-owned location.
Sutton's portfolio, which has over 100 stores, also includes dozens of properties in Brooklyn and Queens.",https://www.forbes.com/profile/jeff-sutton/
368,Frank VanderSloot,$3.10 ,$3.10 ,73,Idaho,"nutrition, wellness products",2,"Frank VanderSloot founded and runs Melaleuca, which makes more than 400 products ranging from health supplements to eco-friendly household cleaners.
Melaleuca sells them direct from the factory to more than one million consumers every month through its online store.
Born into a poor farming family, he ran the farm while his father worked a railroad job, then lived in a laundromat to pay his way through school.
He is a major landowner -- with an estimated 117,500 acres across Idaho, Utah and Montana -- and he runs a leading purebred angus cattle operation.
He is also an active political donor, giving millions to Republicans. He was a national finance co-chair for Mitt Romney's two presidential bids.",https://www.forbes.com/profile/frank-vandersloot/
368,Jon Yarbrough,$3.10 ,$3.10 ,64,Tennessee,video games,1,"Jon Yarbrough started Video Gaming Technologies, which produced casino games, in 1991.
The business grew due to the proliferation of tribal casinos; Yarbrough says he's worked with around 35 tribes in 100-plus locations over the years.
Yarbrough sold his company to Australian firm Aristocrat Leisure in 2014 for about $1.3 billion.
These days he manages his investments, which include real estate and tech stocks, through his family office Yarbrough Capital.",https://www.forbes.com/profile/jon-yarbrough/
377,William Berkley,$3 ,$3.20 ,75,Florida,insurance,1,"William R. Berkley founded insurance firm W.R. Berkley with only $2,500 in 1967 while he was getting his MBA from Harvard.
His company, which went public in 1974, insures everything from mobile surgery units to jewels to fine art and has operations in 60 countries.
Berkley stepped down as CEO in 2015 but remains chairman; he owns 20% of the company, which generated $8.1 billion in sales in 2020.
His son, William Robert Berkley Jr., is the current CEO and president.",https://www.forbes.com/profile/william-berkley/
377,Neal Blue & family,$3 ,$3 ,86,California,defense,N/A,"Neal Blue is chairman and CEO of $3.1 billion (est. sales) General Atomics, a defense company based in San Diego.
The company is best known as the manufacturer of the Predator drone, one of the first drones to fly over Afghanistan after 9/11.
The largest private government contractor in the U.S., GA's clients include foreign nations such as Italy, Spain, and the UAE.
With his brother Linden, he bought the then nuclear energy company from Chevron for a reported $60 million in 1986.
After graduating from Yale, Blue served in the U.S. Air Force as a nuclear weapons custodian.",https://www.forbes.com/profile/neal-blue/
377,Todd Christopher,$3 ,$3 ,58,Florida,hair care products,1,"A high school dropout, Todd Christopher founded hair care products company Vogue International in 1987.
Christopher sold a stake to the Carlyle Group in 2014. Two years later, they sold the company to Johnson & Johnson for $3.3 billion.
Before the sale, Vogue International borrowed several hundred million dollars and made a $400 million distribution to Christopher.
Vogue International owns hair care brands like OGX, Pro-Vitamin, FX Styling and Maui Moisture.
Christopher has trademarked phrases including Vitamin & Herbal Indulgence, Hair Prescriptions, Beach Bum Gear, Ego Trip and Shampurity.",https://www.forbes.com/profile/todd-christopher/
377,J. Tomilson Hill,$3 ,$3.20 ,73,New York,investments,2,"Mergers and acquisitions maven J. Tomilson ""Tom"" Hill started off his career at investment bank First Boston, where he cofounded the M&A department.
Hill later became a partner at Lehman Brothers in the 1980s, where he befriended Blackstone cofounders Peter Peterson and Stephen Schwarzman.
In 1993, after being ousted as co-CEO at Lehman, he joined Peterson and Schwarzman at Blackstone, their growing private equity firm.
Hill, who took over Blackstone's hedge fund group in 2000 and became vice chairman in 2007, stepped down from his position in January 2019.
He now heads Hill Art Foundation and chairs hedge fund Two Sigma's private investment business, which runs private equity and venture capital funds.",https://www.forbes.com/profile/j-tomilson-hill/
377,"Jeremy Jacobs, Sr. & family",$3 ,$2.90 ,81,New York,food service,2,"Jeremy Jacobs is chairman of concessions juggernaut Delaware North, a private company that serves 500 million people per year across four continents.
The business was founded in 1915 by his father, who began by selling popcorn and peanuts. Forbes estimates 2019 revenue was $3.3 billion.
Delaware North lost a contract with Yosemite National Park in 2016 which resulted in protracted litigation with rival Aramark; it was settled in 2019.
Jacobs is also the owner of the NHL's Boston Bruins ice hockey team, and he was inducted into the Hockey Hall of Fame in 2017.
In early 2019, Jacobs began handing control of the Boston Bruins team and Delaware North to his six children.",https://www.forbes.com/profile/jeremy-jacobs-sr/
377,Sheldon Lavin,$3 ,$3 ,89,Illinois,meat processing,1,"Sheldon Lavin owns OSI Group, a $6 billion (revenues) global meat processor that started out as the original fresh hamburger supplier to McDonald's.
OSI still supplies most of McDonald's meat products worldwide, and produces plant-based burgers for Impossible Foods.
Lavin joined OSI as a consultant in 1970 to figure out how to finance the company's first modern meat plant as McDonald's franchising took off.
He became a fulltime employee and took over the business in the 1980s, acquiring an estimated 90% stake over time.
OSI now has 65 plants in 17 countries on five continents.",https://www.forbes.com/profile/sheldon-lavin/
377,Alexis Lê-Quôc,$3 ,$4 ,46,New York,cloud computing,N/A,"Alexis Lê-Quôc is the chief technology officer of Datadog, a cloud monitoring company he founded with Olivier Pomel, the firm's CEO, in 2010.
Datadog listed on the Nasdaq in September 2019, raising nearly $650 million and nabbing a $10.9 billion market cap on its first day of trading.
Lê-Quôc and Pomel became billionaires in May 2020 after a blockbuster earnings release sent shares soaring; Lê-Quôc owns 6% of Datadog shares.
The French natives met while undergraduates at Ecole Centrale Paris, where both received a master's in computer science.
Before launching Datadog, the duo worked together at New York-based firm Wireless Generation, which was acquired by News Corp in 2010.",https://www.forbes.com/profile/alexis-le-quoc/
377,Joseph Liemandt,$3 ,$3 ,53,Texas,software,N/A,"Joe Liemandt is the founder of ESW Capital, an investment firm that purchases software companies.
ESW Capital has purchased more than 100 small U.S. software companies with a strategy of moving their workforce to foreign freelance workers.
Liemandt is known for founding Trilogy Software, a product and sales configuration software company that was prominent in the 1990s.
He dropped out of Stanford to start Trilogy Software. By age 27, he was on the cover of Forbes magazine.
A few months later, he appeared as the youngest self-made member of the 1996 issue of The Forbes 400, with a $500 million net worth.",https://www.forbes.com/profile/joseph-liemandt/
377,Jed McCaleb,$3 ,$3 ,46,California,cryptocurrency,N/A,"McCaleb was an early pioneer in the blockchain space who helped launch three well-known crypto firms.
In 2010 he created Mt. Gox, the first major Bitcoin exchange, which he sold a year later before it was hacked.
McCaleb cofounded Ripple in 2012, but soon left over reported disagreements with fellow founders.
His next venture in 2014 was co-founding Stellar, a Ripple competitor that aims to speed up cross-border payments.
Most of McCaleb's wealth comes from the estimated 3.4 billion XRP he still holds, from the original 9 billion XRP he pocketed as a Ripple founder.",https://www.forbes.com/profile/jed-mccaleb/
